lock_day,locked_users,touch_mean,ttl_days_mean,daily_locked_users,seed_ratio
2025-12-20,360,2.075,4.352777777777778,369,0.975609756097561
2025-12-21,408,2.017156862745098,6.887254901960785,422,0.966824644549763
2025-12-22,226,2.079646017699115,5.31858407079646,237,0.9535864978902954
2025-12-23,248,2.157258064516129,7.314516129032258,255,0.9725490196078431
2025-12-24,230,2.0521739130434784,5.321739130434783,241,0.9543568464730291
2025-12-25,209,1.9043062200956937,5.6028708133971294,223,0.9372197309417041
2025-12-26,191,2.225130890052356,8.12565445026178,218,0.8761467889908257
2025-12-27,300,2.0366666666666666,4.8933333333333335,311,0.9646302250803859
2025-12-28,449,2.069042316258352,6.4832962138084635,465,0.9655913978494624
2025-12-29,265,2.29811320754717,7.7018867924528305,282,0.9397163120567376
2025-12-30,263,2.209125475285171,6.380228136882129,303,0.8679867986798679
2025-12-31,773,2.4747736093143597,10.411384217335058,908,0.8513215859030837
2026-01-01,33,2.0606060606060606,2.4242424242424243,36,0.9166666666666666
2026-01-02,64,2.28125,6.953125,67,0.9552238805970149
2026-01-03,96,2.125,4.770833333333333,100,0.96
2026-01-04,66,2.3636363636363638,5.348484848484849,73,0.9041095890410958
2026-01-05,60,2.1666666666666665,5.716666666666667,63,0.9523809523809523
2026-01-06,61,2.721311475409836,9.540983606557377,66,0.9242424242424242
2026-01-07,72,2.0833333333333335,8.23611111111111,76,0.9473684210526315
2026-01-08,118,2.288135593220339,10.991525423728813,134,0.8805970149253731
2026-01-09,131,2.6564885496183206,6.763358778625954,140,0.9357142857142857
2026-01-10,209,2.401913875598086,5.9330143540669855,215,0.9720930232558139
2026-01-11,220,2.6454545454545455,8.986363636363636,229,0.9606986899563319
2026-01-12,75,2.8,4.8533333333333335,81,0.9259259259259259
2026-01-13,101,2.1584158415841586,7.01980198019802,110,0.9181818181818182
2026-01-14,116,2.060344827586207,4.594827586206897,122,0.9508196721311475
2026-01-15,95,2.3263157894736843,4.326315789473684,101,0.9405940594059405
2026-01-16,84,2.4523809523809526,5.095238095238095,90,0.9333333333333333
